LotArea,LotFrontage,TotalBsmtSF,BedroomAbvGr,Fireplaces,PoolArea,GarageCars,WoodDeckSF,ScreenPorch,Expensive,MSZoning,Condition1,Heating,Street,CentralAir,Foundation,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,KitchenQual,FireplaceQu,MSSubClass,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,TotRmsAbvGrd,GarageYrBlt,GarageArea,OpenPorchSF,EnclosedPorch,3SsnPorch,MiscVal,MoSold,YrSold,Id,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,BsmtFinType2,HeatingQC,Electrical,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
9069,73,936,2,0,0,2,120,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Av,GLQ,Gd,,85,6,6,1992,1992,0,747,0,189,996,0,0,996,1,0,1,0,1,5,1992,564,0,0,0,0,4,2010,1086,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,Unf,Ex,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
1974,,546,3,0,0,1,120,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,,160,4,5,1973,1973,0,334,0,212,546,546,0,1092,0,0,1,1,1,6,1973,286,96,0,0,0,5,2010,1087,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,None,Unf,TA,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
10574,85,1082,3,1,0,3,160,0,1,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,Unf,Gd,Gd,60,8,5,2005,2006,0,0,0,1082,1082,871,0,1953,0,0,2,1,1,9,2005,1043,50,0,0,0,5,2009,1088,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
2522,24,970,3,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,,160,7,5,2004,2004,50,0,0,970,970,739,0,1709,0,0,2,0,1,7,2004,380,40,0,0,0,4,2006,1089,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Unf,Ex,SBrkr,Maj1,Detchd,Unf,TA,TA,Y,WD,Normal
3316,37,1247,1,1,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd,120,8,5,2005,2005,0,1039,0,208,1247,0,0,1247,1,0,1,1,1,4,2005,550,84,0,0,0,4,2006,1090,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,TwnhsE,1Story,Gable,CompShg,MetalSd,MetalSd,None,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
8544,60,0,2,0,0,2,0,0,0,RL,Norm,Wall,Pave,N,Slab,TA,TA,,,,,TA,,90,3,4,1950,1950,0,0,0,0,1040,0,0,1040,0,0,2,0,2,6,1987,400,0,0,0,0,6,2009,1091,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Duplex,1Story,Gable,CompShg,BrkFace,BrkFace,None,,Fa,FuseA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
2160,24,600,2,0,0,2,0,0,0,FV,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,BLQ,Gd,,160,7,5,1999,2000,212,510,0,90,624,628,0,1252,1,0,2,1,1,4,1999,462,48,0,0,0,3,2008,1092,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Unf,Ex,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
8400,60,1181,4,1,0,2,342,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,Rec,TA,Gd,50,6,5,1925,1950,0,423,0,758,1390,304,0,1694,0,0,2,0,1,7,1925,576,0,128,0,0,6,2008,1093,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Unf,Fa,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
9230,71,864,1,0,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Mn,GLQ,Gd,,20,5,8,1965,1998,166,661,0,203,1200,0,0,1200,1,0,1,1,1,6,1977,884,64,0,0,0,10,2006,1094,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Unf,Gd,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
5868,74,936,2,0,0,1,0,160,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,,20,5,7,1956,2000,0,248,240,448,936,0,0,936,1,0,1,0,1,4,1956,308,0,80,0,0,5,2010,1095,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,Rec,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
9317,78,1314,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,Gd,20,6,5,2006,2006,0,24,0,1290,1314,0,0,1314,0,0,2,0,1,6,2006,440,22,0,0,0,3,2007,1096,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Gd,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
6882,60,684,3,0,0,0,136,0,0,RM,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,No,Unf,Gd,,70,6,7,1914,2006,0,0,0,684,773,582,0,1355,0,0,1,1,1,7,,0,0,115,0,0,3,2007,1097,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Unf,TA,SBrkr,Typ,,,,,Y,WD,Normal
3696,,1074,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,Gd,TA,Gd,TA,No,Unf,Gd,,120,8,5,1986,1986,0,0,0,1074,1088,0,0,1088,0,0,1,1,1,5,1987,461,74,137,0,0,10,2007,1098,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,Gable,CompShg,HdBoard,HdBoard,None,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
6000,50,672,3,0,0,1,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,BLQ,TA,,50,4,6,1936,1950,0,672,0,0,757,567,0,1324,0,0,1,0,1,6,1936,240,0,0,0,0,7,2009,1099,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
11880,82,1271,3,1,0,2,0,0,0,RL,RRAn,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,No,ALQ,TA,TA,20,7,5,1978,1978,206,704,0,567,1601,0,0,1601,0,0,2,0,1,7,1978,478,0,0,0,0,4,2009,1100,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,Unf,TA,SBrkr,Typ,Attchd,RFn,TA,TA,Y,COD,Abnorml
8400,60,290,1,0,0,1,0,0,0,RL,Norm,GasA,Pave,N,CBlock,TA,TA,TA,Fa,No,Rec,Fa,,30,2,5,1920,1950,0,290,0,0,438,0,0,438,0,0,1,0,1,3,1930,246,0,0,0,0,1,2009,1101,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Unf,TA,FuseF,Typ,Detchd,Unf,TA,TA,N,WD,Normal
9758,61,950,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,,20,5,5,1971,1971,0,412,287,251,950,0,0,950,0,0,1,0,1,5,1981,280,0,0,0,0,7,2007,1102,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,MetalSd,None,LwQ,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
7000,70,1010,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Rec,TA,,20,5,7,1960,2002,45,588,0,422,1134,0,0,1134,0,0,1,0,1,6,1960,254,16,0,0,0,4,2007,1103,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Family
8910,79,655,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Mn,ALQ,TA,Fa,20,6,6,1959,1959,0,655,0,0,1194,0,0,1194,0,1,1,0,1,6,1954,539,0,192,0,0,7,2006,1104,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,Unf,Ex,SBrkr,Typ,BuiltIn,Fin,TA,TA,Y,WD,Normal
2016,24,630,3,0,0,2,0,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,,160,5,5,1970,1970,304,0,0,630,630,672,0,1302,0,0,2,1,1,6,1970,440,0,0,0,0,4,2007,1105,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
12256,98,1463,3,2,0,2,186,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Av,GLQ,Gd,TA,60,8,5,1994,1995,362,1032,0,431,1500,1122,0,2622,1,0,2,1,1,9,1994,712,32,0,0,0,4,2010,1106,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
10357,114,910,3,1,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Mn,GLQ,Gd,TA,20,7,5,1990,1991,0,738,0,172,1442,0,0,1442,1,0,2,0,1,6,1990,719,244,0,0,0,5,2007,1107,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,Unf,Gd,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
23257,168,868,3,1,0,2,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,Gd,No,Unf,Gd,Gd,60,7,5,2006,2006,0,0,0,868,887,1134,0,2021,0,0,2,1,1,9,2006,422,100,0,0,0,9,2006,1108,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,BuiltIn,RFn,TA,TA,Y,New,Partial
8063,,924,3,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,TA,TA,60,6,5,2000,2000,0,0,0,924,948,742,0,1690,0,0,2,1,1,7,2000,463,48,0,0,0,11,2007,1109,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Abnorml
11362,107,1836,3,1,0,3,125,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,Mn,GLQ,Gd,Gd,20,8,5,2004,2005,42,1039,0,797,1836,0,0,1836,1,0,2,0,1,7,2004,862,185,0,0,0,3,2009,1110,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
8000,,773,3,1,0,2,224,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,GLQ,TA,TA,60,6,5,1995,1996,0,219,0,554,773,885,0,1658,1,0,2,1,1,8,1995,431,84,0,0,0,6,2008,1111,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,Unf,Gd,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
10480,80,803,4,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,ALQ,TA,Gd,60,7,6,1976,1976,660,403,0,400,1098,866,0,1964,0,0,2,1,1,8,1976,483,69,0,0,0,9,2008,1112,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,Unf,TA,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
7100,73,816,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,GLQ,TA,,20,5,7,1957,1957,0,708,0,108,816,0,0,816,1,0,1,0,1,5,1957,308,0,0,0,0,7,2006,1113,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,Unf,TA,FuseA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
8923,66,1008,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,Gd,,20,5,7,1953,2006,0,643,0,365,1008,0,0,1008,1,0,1,0,1,6,1953,240,18,0,0,0,5,2007,1114,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Unf,Gd,SBrkr,Typ,Attchd,Unf,TA,TA,Y,WD,Normal
5400,90,833,2,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,Rec,Gd,,20,5,7,1954,2000,0,415,0,418,833,0,0,833,0,0,1,0,1,4,1955,326,0,0,0,0,8,2006,1115,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,Unf,Ex,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
12085,93,1734,3,1,0,3,0,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Ex,TA,No,GLQ,Ex,Gd,20,8,5,2007,2007,328,1004,0,730,1734,0,0,1734,1,0,2,0,1,7,2007,928,0,0,0,0,11,2007,1116,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,New,Partial
7750,,408,3,1,0,2,120,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA,80,8,5,2002,2002,0,353,0,55,779,640,0,1419,1,0,2,1,1,7,2002,527,0,0,0,0,3,2009,1117,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,BuiltIn,Fin,TA,TA,Y,WD,Normal
9764,57,894,3,0,0,2,0,0,0,RL,Feedr,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,Gd,,20,5,7,1967,2003,0,702,0,192,894,0,0,894,1,0,1,0,1,5,1967,450,0,0,0,0,5,2008,1118,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
13825,85,533,3,0,0,1,280,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Gd,TA,TA,No,Unf,TA,,80,5,6,1958,1987,0,0,0,533,1021,580,0,1601,0,1,1,0,1,6,1958,300,34,0,0,0,12,2008,1119,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,SLvl,Gable,CompShg,MetalSd,MetalSd,None,Unf,TA,SBrkr,Min2,BuiltIn,RFn,TA,TA,Y,WD,Normal
7560,70,1040,3,0,0,1,140,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,LwQ,TA,,20,5,5,1959,1959,0,369,0,671,1040,0,0,1040,0,0,1,0,1,6,1959,286,0,252,0,0,7,2006,1120,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,None,Unf,TA,FuseA,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
8263,59,1012,2,1,0,1,0,0,0,RM,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,Unf,TA,Gd,30,6,5,1920,1950,0,0,0,1012,1012,0,0,1012,0,0,1,0,1,6,1920,308,22,112,0,0,5,2007,1121,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,Unf,TA,FuseA,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
10084,84,1552,3,0,0,3,144,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,,20,7,5,2005,2006,196,24,0,1528,1552,0,0,1552,0,0,2,0,1,7,2005,782,20,0,0,0,7,2006,1122,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,New,Partial
8926,,672,3,0,0,1,64,160,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,TA,,20,4,3,1956,1956,0,0,0,672,960,0,0,960,0,0,1,0,1,5,1956,288,0,0,0,0,10,2009,1123,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,Unf,Ex,FuseA,Typ,Basment,Unf,TA,TA,Y,COD,Abnorml
9405,50,698,2,0,0,0,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,Ex,TA,TA,No,Unf,TA,,20,5,9,1947,2008,0,0,0,698,698,0,0,698,0,1,1,0,1,4,,0,200,0,0,0,6,2009,1124,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,,,,,Y,WD,Normal
9125,,384,3,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,No,Unf,Gd,TA,80,7,5,1992,1992,170,0,0,384,812,670,0,1482,0,0,2,1,1,7,1992,392,25,0,0,0,7,2007,1125,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,Unf,Gd,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
10434,60,1005,2,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,Unf,Fa,TA,20,4,5,1955,1955,0,0,0,1005,1005,0,0,1005,0,0,1,0,1,5,1977,672,0,0,0,0,11,2009,1126,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,Unf,TA,SBrkr,Typ,Detchd,Unf,Fa,Fa,Y,WD,Normal
3684,53,1373,2,1,0,3,143,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,Unf,Gd,TA,120,7,5,2007,2007,130,0,0,1373,1555,0,0,1555,0,0,2,0,1,7,2007,660,20,0,0,0,6,2009,1127,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
14572,182,1530,3,1,0,3,144,0,1,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,GLQ,Gd,Gd,20,7,5,2004,2004,0,1300,0,230,1530,0,0,1530,1,0,2,0,1,7,2004,630,36,0,0,0,11,2007,1128,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Family
11796,59,847,4,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,Av,Unf,Gd,Gd,60,7,5,2004,2005,0,0,0,847,847,1112,0,1959,0,0,2,1,1,8,2004,434,48,0,0,0,7,2007,1129,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,BuiltIn,Fin,TA,TA,Y,WD,Normal
7200,60,936,2,0,0,2,49,0,0,RM,Norm,GasA,Pave,Y,CBlock,TA,TA,Gd,TA,Gd,GLQ,TA,,90,5,5,1980,1980,180,936,0,0,936,0,0,936,1,0,1,0,1,4,1980,672,0,0,0,0,8,2007,1130,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
7804,65,1122,4,2,0,2,431,0,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,TA,TA,TA,No,BLQ,Gd,TA,50,4,3,1928,1950,0,622,0,500,1328,653,0,1981,1,0,2,0,1,7,1981,576,44,0,0,0,12,2009,1131,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,None,Unf,TA,SBrkr,Min2,Detchd,Unf,TA,TA,Y,WD,Normal
10712,63,974,3,0,0,0,0,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Mn,BLQ,TA,,20,5,5,1991,1992,0,212,0,762,974,0,0,974,0,0,1,0,1,5,,0,28,0,0,0,9,2007,1132,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,Unf,TA,SBrkr,Typ,,,,,Y,Oth,Abnorml
9900,90,1008,5,0,0,1,0,0,0,RM,Norm,GasW,Pave,Y,BrkTil,TA,TA,TA,TA,Mn,Unf,Fa,,70,6,4,1880,1950,0,0,0,1008,1178,1032,0,2210,0,0,2,0,1,8,1930,205,48,0,0,0,5,2007,1133,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Unf,TA,SBrkr,Typ,Detchd,Unf,Fa,TA,N,WD,Normal
9828,80,1128,3,1,0,2,0,0,0,RL,Norm,GasA,Pave,Y,PConc,Gd,TA,Gd,TA,No,GLQ,Gd,TA,60,8,5,1995,1995,0,584,0,544,1142,878,0,2020,0,0,2,1,1,8,1995,466,155,0,0,0,6,2009,1134,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Ex,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
8773,57,916,3,1,0,2,100,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,Gd,TA,Av,Unf,TA,TA,60,6,5,1997,1997,0,0,0,916,916,684,0,1600,0,0,2,1,1,7,1997,460,38,0,0,0,8,2007,1135,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Unf,Gd,SBrkr,Typ,Attchd,Fin,TA,TA,Y,WD,Normal
6180,60,960,2,1,0,1,0,0,0,RM,Norm,GasA,Pave,N,BrkTil,TA,TA,TA,TA,No,Unf,TA,Gd,30,6,5,1926,1950,0,0,0,960,986,0,0,986,0,0,1,0,1,5,1926,180,128,0,0,0,5,2007,1136,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,WD,Normal
9600,80,1032,3,0,0,1,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,No,BLQ,TA,,50,6,5,1950,1950,0,280,0,752,1032,220,0,1252,0,0,1,0,1,6,1950,288,0,96,0,0,4,2008,1137,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,Unf,TA,FuseA,Typ,Attchd,Unf,TA,TA,Y,WD,Abnorml
6342,54,780,2,0,0,0,0,0,0,RL,Feedr,GasA,Pave,N,CBlock,TA,Gd,TA,TA,No,Unf,TA,,50,5,8,1875,1996,0,0,0,780,780,240,0,1020,0,0,1,0,1,6,,0,0,176,0,0,5,2010,1138,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,Unf,Gd,SBrkr,Typ,,,,,N,WD,Normal
9819,,1567,2,2,0,2,264,0,0,RL,Norm,GasA,Pave,Y,PConc,TA,TA,TA,TA,Gd,ALQ,Gd,TA,20,6,5,1977,1977,0,1567,0,0,1567,0,0,1567,1,0,2,0,1,5,1977,714,32,0,0,0,5,2009,1139,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,1Fam,1Story,Gable,CompShg,Plywood,ImStucc,None,Unf,TA,SBrkr,Typ,Attchd,RFn,TA,TA,Y,WD,Normal
8731,98,915,3,1,0,2,0,126,0,RL,Norm,GasA,Pave,Y,BrkTil,TA,Fa,TA,TA,No,BLQ,TA,Gd,30,5,5,1920,1950,0,645,0,270,1167,0,0,1167,0,0,1,0,1,6,1972,495,0,216,0,0,5,2007,1140,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,Unf,TA,SBrkr,Maj1,Detchd,Unf,TA,TA,Y,WD,Normal
7350,60,952,2,0,0,2,0,0,0,RL,Norm,GasA,Pave,Y,CBlock,TA,TA,TA,TA,Mn,ALQ,TA,,20,5,7,1951,1951,0,852,0,100,952,0,0,952,1,0,1,0,1,4,1988,840,0,0,0,0,6,2008,1141,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,Unf,TA,SBrkr,Typ,Detchd,Unf,TA,TA,Y,COD,Abnorml
